Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Deaths,Death Description,Damage ($Mil),Damage Description,Houses Destroyed Description
2021.0,8.0,11.0,4.0,1.0,7.1,PHILIPPINES,,84.0,"MINDANAO ISLAND, PHILIPPINES",6.455,126.742,0.05,2.0,0.6,,,,,
2021.0,8.0,12.0,4.0,1.0,8.1,UK TERRITORY,,71.0,SOUTHERN ATLANTIC OCEAN,-58.416,-25.321,0.64,52.0,0.6,,,,,
2021.0,8.0,14.0,4.0,1.0,7.2,HAITI,,74.0,PORT-AU-PRINCE,18.408,-73.475,0.92,3.0,0.6,,,,,
2021.0,9.0,8.0,4.0,1.0,7.0,MEXICO,,88.0,S. MEXICO,16.982,-99.773,0.48,1.0,0.6,,,,,
2021.0,12.0,14.0,4.0,1.0,7.3,INDONESIA,,60.0,FLORES SEA,-7.603,122.2,0.07,2.0,0.6,,,,,
2022.0,1.0,13.0,4.0,6.0,7.2,TONGA,,81.0,TONGA ISLANDS,-20.536,-175.382,0.15,1.0,0.6,,,,,
2022.0,1.0,15.0,4.0,6.0,7.2,TONGA,,81.0,TONGA ISLANDS,-20.536,-175.382,22.0,711.0,0.6,6.0,1.0,,4.0,3.0
2022.0,1.0,16.0,4.0,6.0,7.2,TONGA,,81.0,TONGA ISLANDS,-20.536,-175.382,0.36,1.0,0.6,,,,,
2022.0,1.0,29.0,4.0,1.0,6.5,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-29.531,-176.749,0.1,1.0,0.6,,,,,
2022.0,3.0,16.0,4.0,1.0,7.3,JAPAN,,85.0,OFF FUKUSHIMA PREFECTURE,37.702,141.587,0.3,11.0,0.6,,,,,
2022.0,3.0,30.0,4.0,1.0,6.9,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-22.716,170.286,0.07,3.0,0.6,,,,,
2022.0,3.0,31.0,4.0,1.0,7.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-22.579,170.354,0.05,1.0,0.6,,,,,
2022.0,5.0,25.0,3.0,1.0,5.5,MEXICO,,88.0,S. MEXICO,16.325,-95.856,0.24,4.0,0.6,,,,,
2022.0,7.0,27.0,4.0,1.0,7.0,PHILIPPINES,,84.0,N. LUZON ISLAND,17.56,120.801,0.08,1.0,0.6,,,,,
2022.0,9.0,19.0,4.0,1.0,7.6,MEXICO,,88.0,MEXICO,18.367,-103.252,0.79,14.0,0.6,,,,,
2022.0,10.0,9.0,4.0,6.0,7.2,ITALY,,50.0,STROMBOLI ISLAND,38.789,15.213,0.04,2.0,0.6,,,,,
2022.0,11.0,11.0,4.0,1.0,7.3,TONGA,,81.0,TONGA ISLANDS,-19.318,-172.1,0.12,4.0,0.6,,,,,
2022.0,11.0,22.0,4.0,1.0,7.0,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.812,159.596,0.03,1.0,0.6,,,,,
2022.0,12.0,4.0,4.0,6.0,7.2,ITALY,,50.0,STROMBOLI ISLAND,38.789,15.213,0.75,3.0,0.6,,,,,
2023.0,1.0,9.0,4.0,1.0,7.6,INDONESIA,,83.0,SOUTH MALUKU,-7.049,130.038,0.09,2.0,0.6,,,,,
2023.0,2.0,6.0,4.0,1.0,7.8,TURKEY,,50.0,GULF OF ISKENDERUN,37.166,37.042,0.25,6.0,0.6,,,,,
2023.0,3.0,16.0,4.0,1.0,7.0,KERMADEC ISLANDS,,81.0,"SE RAOUL ISLAND, KERMADEC ISLANDS",-30.115,-176.112,0.11,2.0,0.6,,,,,
2023.0,4.0,24.0,4.0,1.0,7.1,NEW ZEALAND,,81.0,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-29.968,-177.826,0.11,3.0,0.6,,,,,
2023.0,4.0,24.0,4.0,1.0,7.1,INDONESIA,,60.0,SW. SUMATRA,-0.799,98.524,0.11,1.0,0.6,,,,,
2023.0,5.0,5.0,4.0,1.0,6.2,JAPAN,,85.0,"NOTO PENINSULA, JAPAN",37.54,137.305,0.1,2.0,0.6,,,,,
2023.0,5.0,19.0,4.0,1.0,7.7,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-23.229,170.694,0.61,24.0,0.6,,,,,
2023.0,5.0,20.0,4.0,1.0,7.1,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-23.062,170.456,0.14,4.0,0.6,,,,,
2023.0,7.0,16.0,4.0,1.0,7.2,USA,AK,87.0,"SAND POINT, AK",54.46,-160.76,0.15,3.0,0.6,1.0,1.0,,,
2023.0,10.0,5.0,4.0,1.0,6.1,JAPAN,,85.0,"IZU ISLANDS, JAPAN",29.94,139.95,0.3,1.0,0.6,,,,,
2023.0,10.0,8.0,4.0,0.0,7.2,JAPAN,,85.0,"IZU ISLANDS, JAPAN",29.7,139.9,0.3,12.0,0.6,,,,,
2023.0,11.0,22.0,4.0,1.0,6.7,VANUATU,,82.0,VANUATU ISLANDS,-14.985,167.983,0.06,1.0,0.6,,,,,
2023.0,12.0,2.0,4.0,1.0,7.6,PHILIPPINES,,84.0,E. MINDANAO ISLAND,8.527,126.449,0.32,29.0,0.6,,,,,
2023.0,12.0,7.0,4.0,1.0,7.1,VANUATU,,82.0,VANUATU ISLANDS,-20.659,169.206,0.08,3.0,0.6,,,,,
